ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
ILMN_1906579	3.78e-01	1.95e-01	1.30	-5.9879685	5.54e-02	
ILMN_1859524	3.78e-01	1.95e-01	1.30	-5.9880893	3.70e-02	
ILMN_1667529	3.78e-01	1.95e-01	1.30	-5.9880933	2.12e-02	
ILMN_1788184	3.78e-01	1.95e-01	1.30	-5.9881894	3.22e-02	CIDEA
ILMN_1691534	3.78e-01	1.95e-01	1.30	-5.9883054	2.76e-02	NIPAL4
ILMN_1719797	3.78e-01	1.95e-01	1.30	-5.9883349	5.54e-02	MESDC2
ILMN_1674228	3.78e-01	1.95e-01	-1.30	-5.9883518	-2.60e-01	
ILMN_2286987	3.78e-01	1.95e-01	1.30	-5.9884337	4.01e-02	BTBD17
ILMN_1704358	3.78e-01	1.95e-01	1.30	-5.9886923	3.35e-02	ZNF138
ILMN_1680856	3.78e-01	1.95e-01	1.30	-5.9887993	5.09e-02	MAMLD1
ILMN_1653742	3.78e-01	1.95e-01	1.30	-5.9888118	3.02e-02	
ILMN_2121272	3.78e-01	1.95e-01	1.30	-5.9888814	2.24e-02	PDE10A
ILMN_1902738	3.79e-01	1.95e-01	1.30	-5.9889842	3.38e-02	
ILMN_1815905	3.79e-01	1.95e-01	1.30	-5.9890355	2.92e-02	
ILMN_1668291	3.79e-01	1.96e-01	1.30	-5.9892589	3.33e-02	ZNF780B
ILMN_1688833	3.79e-01	1.96e-01	1.30	-5.989334	2.67e-02	HSFY2
ILMN_2379560	3.79e-01	1.96e-01	1.30	-5.989385	1.29e-01	CDC14B
ILMN_2384785	3.79e-01	1.96e-01	1.29	-5.9895479	6.78e-02	
ILMN_2293131	3.79e-01	1.96e-01	1.29	-5.9897038	4.43e-02	ARHGEF1
ILMN_1721842	3.79e-01	1.96e-01	1.29	-5.9897251	9.77e-02	RYBP
ILMN_1826637	3.79e-01	1.96e-01	1.29	-5.9900591	3.72e-02	
ILMN_1802799	3.79e-01	1.96e-01	-1.29	-5.9901581	-7.79e-02	AKIRIN1
ILMN_1808245	3.79e-01	1.96e-01	1.29	-5.9902415	3.10e-02	SBSPON
ILMN_1822442	3.79e-01	1.96e-01	1.29	-5.9903989	3.82e-02	
ILMN_1781980	3.79e-01	1.96e-01	1.29	-5.9905184	8.41e-02	CFC1B
ILMN_1801045	3.79e-01	1.96e-01	-1.29	-5.9906962	-8.96e-02	SPIN3
ILMN_1693372	3.79e-01	1.96e-01	1.29	-5.9907264	3.03e-02	
ILMN_3181406	3.79e-01	1.96e-01	-1.29	-5.9907312	-5.76e-03	TBC1D3P1-DHX40P1
ILMN_1737612	3.79e-01	1.96e-01	1.29	-5.9907774	2.30e-02	ANXA13
ILMN_3234963	3.79e-01	1.96e-01	-1.29	-5.9908491	-7.05e-02	
ILMN_1757380	3.79e-01	1.96e-01	1.29	-5.991088	3.54e-02	GOLGA8IP
ILMN_1799414	3.79e-01	1.96e-01	1.29	-5.9911768	2.22e-02	
ILMN_1915734	3.79e-01	1.96e-01	1.29	-5.9912611	3.34e-02	
ILMN_2077858	3.79e-01	1.96e-01	1.29	-5.9913839	9.68e-02	SIRT7
ILMN_3243999	3.79e-01	1.96e-01	-1.29	-5.9914603	-2.52e-02	
ILMN_2173909	3.79e-01	1.96e-01	-1.29	-5.9914778	-9.61e-02	ZNF14
ILMN_1847415	3.80e-01	1.96e-01	1.29	-5.9918253	3.74e-02	
ILMN_1714820	3.80e-01	1.96e-01	-1.29	-5.991953	-9.26e-02	ITGB1
ILMN_2406552	3.80e-01	1.96e-01	1.29	-5.9923289	9.79e-02	PIDD1
ILMN_1847886	3.80e-01	1.96e-01	1.29	-5.9926846	4.73e-02	
ILMN_2149292	3.80e-01	1.97e-01	-1.29	-5.9927989	-6.55e-02	TMEM40
ILMN_1688541	3.80e-01	1.97e-01	1.29	-5.992938	2.38e-02	
ILMN_1736005	3.80e-01	1.97e-01	-1.29	-5.9929648	-5.77e-02	NCAPH2
ILMN_1686136	3.80e-01	1.97e-01	1.29	-5.9931494	9.61e-02	NSD1
ILMN_1809928	3.80e-01	1.97e-01	-1.29	-5.9932273	-5.25e-03	COL6A2
ILMN_3189005	3.80e-01	1.97e-01	1.29	-5.9933324	2.80e-02	
ILMN_1843388	3.80e-01	1.97e-01	1.29	-5.9933851	3.01e-02	LINC01023
ILMN_1669775	3.80e-01	1.97e-01	-1.29	-5.9934754	-1.54e-02	
ILMN_1767303	3.80e-01	1.97e-01	1.29	-5.9936663	3.40e-02	
ILMN_3238102	3.80e-01	1.97e-01	-1.29	-5.993872	-2.56e-02	LINC00298
ILMN_2197750	3.81e-01	1.97e-01	-1.29	-5.9940764	-5.11e-02	TSPY3
ILMN_1670523	3.81e-01	1.97e-01	1.29	-5.9941031	5.76e-02	PPP6R2
ILMN_1668634	3.81e-01	1.97e-01	1.29	-5.9941099	1.03e-01	FBXW7
ILMN_2174023	3.81e-01	1.97e-01	1.29	-5.9941388	2.31e-02	SPATA31A7
ILMN_2414786	3.81e-01	1.97e-01	1.29	-5.9942078	3.62e-02	DIO1
ILMN_1742200	3.81e-01	1.97e-01	1.29	-5.9942261	4.34e-02	
ILMN_3237745	3.81e-01	1.97e-01	1.29	-5.9943238	4.29e-02	MIMT1
ILMN_2331232	3.81e-01	1.97e-01	1.29	-5.9946412	2.93e-02	
ILMN_1671196	3.81e-01	1.97e-01	1.29	-5.9946804	3.23e-02	
ILMN_1908807	3.81e-01	1.97e-01	1.29	-5.9947204	4.08e-02	
ILMN_3225577	3.81e-01	1.97e-01	-1.29	-5.9950578	-5.34e-02	
ILMN_1915752	3.81e-01	1.97e-01	1.29	-5.995085	5.24e-02	
ILMN_1757115	3.81e-01	1.97e-01	1.29	-5.9951206	3.82e-02	
ILMN_1675135	3.81e-01	1.97e-01	1.29	-5.9954912	2.35e-02	
ILMN_1749108	3.81e-01	1.97e-01	1.29	-5.9956924	2.30e-02	H1FOO
ILMN_3211365	3.81e-01	1.97e-01	1.29	-5.9956929	3.07e-02	
ILMN_1742587	3.81e-01	1.97e-01	1.29	-5.9957291	2.57e-02	CTAGE1
ILMN_1661806	3.81e-01	1.97e-01	1.29	-5.9957561	2.31e-02	PREX2
ILMN_1696263	3.81e-01	1.97e-01	1.29	-5.9957964	2.59e-02	
ILMN_1762243	3.81e-01	1.97e-01	1.29	-5.9959779	2.42e-02	
ILMN_1730964	3.81e-01	1.97e-01	-1.29	-5.9960965	-2.33e-02	CLEC18C
ILMN_1796281	3.81e-01	1.97e-01	1.29	-5.9962045	4.20e-02	MYF5
ILMN_1659980	3.81e-01	1.97e-01	1.29	-5.9962813	2.86e-02	MROH5
ILMN_1706690	3.81e-01	1.98e-01	1.29	-5.9965494	3.15e-02	KHK
ILMN_1764396	3.82e-01	1.98e-01	1.29	-5.9966798	1.35e-01	HDAC4
ILMN_1865013	3.82e-01	1.98e-01	-1.29	-5.9970277	-1.16e-01	
ILMN_1814552	3.82e-01	1.98e-01	1.29	-5.9970964	3.57e-02	
ILMN_1829846	3.82e-01	1.98e-01	1.29	-5.9971018	4.56e-02	
ILMN_1768363	3.82e-01	1.98e-01	-1.29	-5.997108	-9.62e-02	BAP1
ILMN_3201703	3.82e-01	1.98e-01	1.29	-5.9971137	1.84e-02	
ILMN_1802753	3.82e-01	1.98e-01	-1.29	-5.9972716	-7.33e-02	TSSC4
ILMN_1725679	3.82e-01	1.98e-01	1.29	-5.9972826	4.13e-02	ZNF596
ILMN_1670352	3.82e-01	1.98e-01	1.29	-5.9973453	2.66e-02	
ILMN_1764944	3.82e-01	1.98e-01	1.29	-5.9973657	4.42e-02	
ILMN_1743078	3.82e-01	1.98e-01	-1.29	-5.9976601	-1.25e-01	
ILMN_1661507	3.82e-01	1.98e-01	1.29	-5.9977861	3.44e-02	
ILMN_1662879	3.82e-01	1.98e-01	1.29	-5.9978238	3.96e-02	UBE2MP1
ILMN_1672112	3.82e-01	1.98e-01	1.29	-5.9982184	2.46e-02	
ILMN_1790529	3.82e-01	1.98e-01	1.29	-5.9982836	4.23e-02	LUM
ILMN_3236695	3.82e-01	1.98e-01	1.29	-5.9983151	5.90e-02	
ILMN_2380243	3.82e-01	1.98e-01	1.29	-5.998434	6.64e-02	SMAGP
ILMN_1776703	3.82e-01	1.98e-01	-1.29	-5.9986065	-9.49e-02	
ILMN_1672753	3.82e-01	1.98e-01	1.29	-5.9986207	1.06e-01	FAM21C
ILMN_1661344	3.82e-01	1.98e-01	1.29	-5.9986345	2.24e-02	
ILMN_1705629	3.82e-01	1.98e-01	1.29	-5.9986398	2.76e-02	STEAP1
ILMN_1746465	3.82e-01	1.98e-01	1.29	-5.9986452	3.12e-02	FJX1
ILMN_1678942	3.82e-01	1.98e-01	1.29	-5.9987203	3.00e-02	
ILMN_1720011	3.82e-01	1.98e-01	1.29	-5.9987537	2.25e-02	
ILMN_3288466	3.82e-01	1.98e-01	1.29	-5.9988145	2.51e-02	
ILMN_2306661	3.82e-01	1.98e-01	1.29	-5.9989717	3.34e-02	UNC13C
ILMN_1729077	3.82e-01	1.98e-01	1.29	-5.9990946	2.37e-02	WHAMMP2
ILMN_1678841	3.82e-01	1.98e-01	1.29	-5.9991868	2.82e-02	UBD
ILMN_1877663	3.82e-01	1.98e-01	1.29	-5.9993321	4.32e-02	
ILMN_1744578	3.82e-01	1.98e-01	1.29	-5.999375	1.90e-02	
ILMN_1880245	3.82e-01	1.98e-01	1.29	-5.9994481	3.84e-02	
ILMN_1821279	3.82e-01	1.98e-01	1.29	-5.999478	3.64e-02	
ILMN_1656251	3.83e-01	1.98e-01	1.29	-5.9998328	4.83e-02	
ILMN_1854913	3.83e-01	1.98e-01	1.29	-5.9998468	1.94e-02	
ILMN_3194118	3.83e-01	1.98e-01	-1.29	-5.9998651	-2.82e-02	ANKUB1
ILMN_1883024	3.83e-01	1.98e-01	1.29	-6.0000419	4.21e-02	
ILMN_1699769	3.83e-01	1.98e-01	1.29	-6.0000907	1.90e-02	
ILMN_1660446	3.83e-01	1.99e-01	1.29	-6.0001194	2.29e-02	BTNL3
ILMN_1704537	3.83e-01	1.99e-01	-1.29	-6.0001435	-1.40e-01	PHGDH
ILMN_1756693	3.83e-01	1.99e-01	1.29	-6.0002438	4.86e-02	ARHGAP17
ILMN_1788844	3.83e-01	1.99e-01	1.29	-6.000415	2.09e-02	BCL7C
ILMN_1727540	3.83e-01	1.99e-01	-1.29	-6.0006041	-5.89e-02	C1orf112
ILMN_1738410	3.83e-01	1.99e-01	1.29	-6.0006532	2.96e-02	
ILMN_1890063	3.83e-01	1.99e-01	1.29	-6.0007352	6.47e-02	
ILMN_1696590	3.83e-01	1.99e-01	1.29	-6.0007857	3.18e-02	CHST4
ILMN_2312149	3.83e-01	1.99e-01	-1.29	-6.0008226	-1.00e-01	ZNF160
ILMN_1733294	3.83e-01	1.99e-01	1.29	-6.0008726	2.40e-02	
ILMN_1690703	3.83e-01	1.99e-01	1.29	-6.0008909	2.17e-02	MIR99AHG
ILMN_1776164	3.83e-01	1.99e-01	1.29	-6.000958	3.84e-02	ZNF396
ILMN_1723855	3.83e-01	1.99e-01	1.29	-6.0010154	3.21e-02	
ILMN_3284084	3.83e-01	1.99e-01	1.29	-6.0010594	5.81e-02	
ILMN_1711021	3.83e-01	1.99e-01	1.29	-6.0011389	2.44e-02	HIGD2B
ILMN_1722554	3.83e-01	1.99e-01	1.29	-6.0011641	2.05e-02	DCD
ILMN_1807728	3.83e-01	1.99e-01	1.29	-6.0014505	2.87e-02	LINC01551
ILMN_1730369	3.83e-01	1.99e-01	1.29	-6.0015467	2.15e-02	GOLGA6L1
ILMN_1726363	3.83e-01	1.99e-01	1.29	-6.0016882	3.06e-02	
ILMN_1761364	3.83e-01	1.99e-01	1.29	-6.0016895	2.34e-02	NCR2
ILMN_1795706	3.83e-01	1.99e-01	1.29	-6.0018336	3.13e-02	WNT6
ILMN_1722447	3.83e-01	1.99e-01	1.29	-6.0018562	2.94e-02	
ILMN_1813800	3.83e-01	1.99e-01	1.29	-6.0020278	4.04e-02	NUFIP1
ILMN_1853239	3.83e-01	1.99e-01	1.29	-6.0020734	2.72e-02	
ILMN_1687074	3.83e-01	1.99e-01	1.29	-6.0021225	7.44e-02	CDC14B
ILMN_1723815	3.84e-01	1.99e-01	1.28	-6.0024303	9.11e-02	NPEPPS
ILMN_3247893	3.84e-01	1.99e-01	-1.28	-6.0024425	-2.00e-02	F8A2
ILMN_1730401	3.84e-01	1.99e-01	1.28	-6.002716	2.72e-02	
ILMN_1704575	3.84e-01	1.99e-01	1.28	-6.0028007	2.28e-02	OR10A5
ILMN_1901974	3.84e-01	1.99e-01	1.28	-6.0030022	4.03e-02	AMZ1
ILMN_1664994	3.84e-01	1.99e-01	-1.28	-6.0030553	-6.53e-02	MINPP1
ILMN_1781986	3.84e-01	1.99e-01	-1.28	-6.0030643	-1.16e-01	UQCR10
ILMN_1729439	3.84e-01	1.99e-01	1.28	-6.0031197	3.65e-02	CYP4F2
ILMN_3298107	3.84e-01	1.99e-01	-1.28	-6.0031434	-1.27e-02	ZNF736
ILMN_1693195	3.84e-01	1.99e-01	1.28	-6.0032087	2.22e-02	
ILMN_1755526	3.84e-01	1.99e-01	1.28	-6.0032497	2.44e-02	
ILMN_2069399	3.84e-01	1.99e-01	1.28	-6.0033707	2.42e-02	PGM5P2
ILMN_1702519	3.84e-01	1.99e-01	-1.28	-6.0033726	-4.63e-02	
ILMN_1748437	3.84e-01	1.99e-01	1.28	-6.0033919	4.14e-02	
ILMN_1685759	3.84e-01	1.99e-01	1.28	-6.0033947	2.27e-02	
ILMN_3243485	3.84e-01	1.99e-01	-1.28	-6.0034608	-1.35e-02	
ILMN_2065299	3.84e-01	1.99e-01	-1.28	-6.0036482	-1.27e-01	EDEM3
ILMN_3246304	3.84e-01	2.00e-01	-1.28	-6.0037726	-4.99e-02	CPSF4L
ILMN_1770635	3.84e-01	2.00e-01	1.28	-6.0038393	4.82e-02	SOX2
ILMN_1815012	3.84e-01	2.00e-01	-1.28	-6.0038782	-7.28e-02	EXOC7
ILMN_2230025	3.84e-01	2.00e-01	1.28	-6.0038979	2.77e-02	PDLIM3
ILMN_3283563	3.84e-01	2.00e-01	1.28	-6.0040539	5.32e-02	
ILMN_1907266	3.84e-01	2.00e-01	1.28	-6.0040542	2.14e-02	
ILMN_1785156	3.84e-01	2.00e-01	1.28	-6.0040966	3.84e-02	
ILMN_3238982	3.84e-01	2.00e-01	-1.28	-6.0041481	-6.29e-02	PATE3
ILMN_3250421	3.84e-01	2.00e-01	-1.28	-6.0042269	-1.42e-02	
ILMN_1709350	3.84e-01	2.00e-01	1.28	-6.0044227	4.61e-02	CXCL3
ILMN_1713322	3.84e-01	2.00e-01	-1.28	-6.0045345	-1.01e-01	CCZ1B
ILMN_1767024	3.84e-01	2.00e-01	1.28	-6.0045368	2.74e-02	
ILMN_1789790	3.84e-01	2.00e-01	1.28	-6.0047821	2.46e-02	
ILMN_1819067	3.84e-01	2.00e-01	1.28	-6.0048917	4.38e-02	
ILMN_1885583	3.84e-01	2.00e-01	-1.28	-6.0049935	-5.83e-02	
ILMN_1682493	3.84e-01	2.00e-01	1.28	-6.0049996	6.74e-02	
ILMN_2377862	3.84e-01	2.00e-01	-1.28	-6.0050084	-1.22e-01	RAB6A
ILMN_1789639	3.84e-01	2.00e-01	1.28	-6.0051259	4.86e-02	FMOD
ILMN_2381655	3.84e-01	2.00e-01	1.28	-6.0053596	3.03e-02	EDA
ILMN_3236627	3.85e-01	2.00e-01	1.28	-6.0055172	2.50e-02	
ILMN_3200806	3.85e-01	2.00e-01	-1.28	-6.0057429	-9.03e-03	
ILMN_2052172	3.85e-01	2.00e-01	-1.28	-6.0057486	-1.76e-02	GBP7
ILMN_1788062	3.85e-01	2.00e-01	1.28	-6.005794	1.10e-01	SH3GL1
ILMN_1781222	3.85e-01	2.00e-01	1.28	-6.0058278	4.15e-02	XGY2
ILMN_3260337	3.85e-01	2.00e-01	1.28	-6.0059828	3.53e-02	
ILMN_1697069	3.85e-01	2.00e-01	1.28	-6.0059863	2.32e-02	CSF3
ILMN_1789162	3.85e-01	2.00e-01	1.28	-6.0060453	3.42e-02	MAB21L2
ILMN_1690160	3.85e-01	2.00e-01	-1.28	-6.006132	-1.36e-02	SCN5A
ILMN_3225102	3.85e-01	2.00e-01	1.28	-6.0061701	1.14e-01	ZNF738
ILMN_1676632	3.85e-01	2.00e-01	1.28	-6.0061748	9.17e-02	DISC1
ILMN_1815629	3.85e-01	2.00e-01	1.28	-6.0061906	2.18e-02	
ILMN_1689057	3.85e-01	2.00e-01	-1.28	-6.0062484	-1.32e-02	PIK3R1
ILMN_1798076	3.85e-01	2.00e-01	-1.28	-6.0062892	-7.12e-02	HOXD3
ILMN_1663840	3.85e-01	2.00e-01	1.28	-6.0063801	4.53e-02	OR2T29
ILMN_1772430	3.85e-01	2.00e-01	1.28	-6.0065677	2.88e-02	
ILMN_1916094	3.85e-01	2.00e-01	1.28	-6.006595	2.29e-02	
ILMN_1874018	3.85e-01	2.00e-01	1.28	-6.0067945	3.62e-02	
ILMN_1667429	3.85e-01	2.00e-01	-1.28	-6.0069997	-1.22e-01	SLC25A20
ILMN_1687518	3.85e-01	2.00e-01	1.28	-6.0072609	2.68e-02	CLUL1
ILMN_1690557	3.85e-01	2.00e-01	1.28	-6.0072653	2.23e-02	VCX2
ILMN_1793241	3.85e-01	2.01e-01	-1.28	-6.0074466	-1.13e-01	SRD5A1
ILMN_1857662	3.85e-01	2.01e-01	1.28	-6.0074616	4.60e-02	
ILMN_1656715	3.85e-01	2.01e-01	1.28	-6.0075484	1.44e-02	THSD7A
ILMN_1782533	3.85e-01	2.01e-01	1.28	-6.0075968	4.28e-02	
ILMN_1775781	3.85e-01	2.01e-01	1.28	-6.0076036	2.20e-02	
ILMN_1863574	3.85e-01	2.01e-01	1.28	-6.0077895	3.68e-02	
ILMN_1884015	3.85e-01	2.01e-01	1.28	-6.0078524	2.64e-02	
ILMN_2038775	3.85e-01	2.01e-01	1.28	-6.0078532	3.31e-01	TUBB2A
ILMN_1728193	3.85e-01	2.01e-01	1.28	-6.0079705	4.13e-02	
ILMN_1790100	3.85e-01	2.01e-01	1.28	-6.0080051	1.20e-01	DDIAS
ILMN_1849134	3.85e-01	2.01e-01	1.28	-6.0080117	5.41e-02	
ILMN_1655605	3.85e-01	2.01e-01	1.28	-6.0080322	5.81e-02	
ILMN_1688124	3.85e-01	2.01e-01	1.28	-6.008117	3.81e-02	LOC407835
ILMN_1694571	3.85e-01	2.01e-01	1.28	-6.008118	2.90e-02	SPDYE1
ILMN_1803995	3.85e-01	2.01e-01	-1.28	-6.0081724	-7.45e-02	TM7SF3
ILMN_1876151	3.85e-01	2.01e-01	1.28	-6.0082259	4.22e-02	
ILMN_3304086	3.85e-01	2.01e-01	-1.28	-6.008255	-7.29e-03	
ILMN_1701454	3.85e-01	2.01e-01	1.28	-6.0083893	3.37e-02	OR2L13
ILMN_1685465	3.85e-01	2.01e-01	1.28	-6.0084377	2.46e-02	
ILMN_1719203	3.86e-01	2.01e-01	1.28	-6.0085822	1.95e-02	DISC1
ILMN_1753131	3.86e-01	2.01e-01	1.28	-6.0087056	2.79e-02	SPATA16
ILMN_3248712	3.86e-01	2.01e-01	1.28	-6.0088187	3.04e-02	SNORD67
ILMN_1666403	3.86e-01	2.01e-01	1.28	-6.0089108	2.16e-02	GCSH
ILMN_1661387	3.86e-01	2.01e-01	1.28	-6.0090565	3.06e-02	ARHGAP11B
ILMN_1869712	3.86e-01	2.01e-01	1.28	-6.0090956	2.97e-02	
ILMN_3241957	3.86e-01	2.01e-01	-1.28	-6.0091199	-6.44e-02	
ILMN_1696048	3.86e-01	2.01e-01	1.28	-6.0091992	4.43e-02	MEDAG
ILMN_1802843	3.86e-01	2.01e-01	-1.28	-6.0094187	-9.20e-02	PRCC
ILMN_1790918	3.86e-01	2.01e-01	-1.28	-6.0094915	-3.69e-02	ZNF236
ILMN_1733157	3.86e-01	2.01e-01	1.28	-6.0095734	3.82e-02	THSD1
ILMN_1664780	3.86e-01	2.01e-01	1.28	-6.0095957	3.59e-02	
ILMN_1679238	3.86e-01	2.01e-01	-1.28	-6.0096545	-9.12e-02	LENG1
ILMN_2310295	3.86e-01	2.01e-01	1.28	-6.0097363	3.31e-02	
ILMN_1687576	3.86e-01	2.01e-01	1.28	-6.0097909	3.57e-02	EIF4E1B
ILMN_1772147	3.86e-01	2.01e-01	1.28	-6.0098452	2.77e-02	
ILMN_1823582	3.86e-01	2.01e-01	1.28	-6.0098969	2.40e-02	LOC101928532
ILMN_3178680	3.86e-01	2.01e-01	1.28	-6.0099582	2.23e-02	
ILMN_1737850	3.86e-01	2.01e-01	1.28	-6.010025	4.63e-02	TBC1D28
ILMN_1750893	3.86e-01	2.01e-01	1.28	-6.0101345	4.21e-02	
ILMN_1697559	3.86e-01	2.01e-01	1.28	-6.0103151	1.14e-01	G6PD
ILMN_3247499	3.86e-01	2.01e-01	-1.28	-6.0104875	-2.31e-02	
ILMN_1824052	3.86e-01	2.01e-01	1.28	-6.0105638	2.65e-02	
ILMN_1656376	3.86e-01	2.01e-01	1.28	-6.0105887	4.13e-02	
ILMN_1805968	3.86e-01	2.01e-01	-1.28	-6.0106107	-7.01e-03	TCAF1
ILMN_2289381	3.86e-01	2.01e-01	1.28	-6.0107522	3.82e-02	DKK3
ILMN_2125618	3.86e-01	2.01e-01	-1.28	-6.0108749	-1.09e-02	PPP4R3CP
ILMN_1825625	3.86e-01	2.02e-01	1.28	-6.0109575	3.71e-02	PGBD3///ERCC6
ILMN_2392674	3.86e-01	2.02e-01	-1.28	-6.0110282	-7.21e-02	PRR3
ILMN_1719206	3.86e-01	2.02e-01	1.28	-6.011191	1.97e-02	EDARADD
ILMN_1763216	3.86e-01	2.02e-01	1.28	-6.011268	4.88e-02	
ILMN_1749289	3.86e-01	2.02e-01	1.28	-6.0113348	2.48e-02	
ILMN_1806320	3.86e-01	2.02e-01	-1.28	-6.0113542	-3.42e-02	PPFIBP1
ILMN_1807424	3.87e-01	2.02e-01	1.28	-6.0115795	4.34e-02	
ILMN_1755775	3.87e-01	2.02e-01	1.28	-6.011591	2.25e-02	OR8I2
ILMN_1842039	3.87e-01	2.02e-01	1.28	-6.0117517	2.31e-02	
ILMN_1659415	3.87e-01	2.02e-01	1.28	-6.011798	8.29e-02	LAMTOR3
ILMN_1786080	3.87e-01	2.02e-01	1.28	-6.0120667	2.91e-02	HTR4
ILMN_1734317	3.87e-01	2.02e-01	-1.28	-6.0122528	-6.47e-02	DPF2
ILMN_1844408	3.87e-01	2.02e-01	1.28	-6.0123129	2.76e-02	PLXNA2
ILMN_1787676	3.87e-01	2.02e-01	1.28	-6.012327	2.21e-02	
ILMN_3283458	3.87e-01	2.02e-01	1.28	-6.0123833	2.51e-02	
ILMN_1888935	3.87e-01	2.02e-01	1.28	-6.0124656	4.12e-02	LOC105378137
ILMN_1780576	3.87e-01	2.02e-01	1.28	-6.0125133	3.84e-02	PLPPR1
ILMN_1761669	3.87e-01	2.02e-01	1.28	-6.0125611	3.10e-02	CYP2F1
ILMN_1808566	3.87e-01	2.02e-01	1.28	-6.0125835	8.30e-02	MFSD13A
ILMN_3251555	3.87e-01	2.02e-01	1.28	-6.0126438	1.96e-02	MTPAP
ILMN_1844203	3.87e-01	2.02e-01	1.28	-6.0127474	6.23e-02	CRX
ILMN_1832263	3.87e-01	2.02e-01	1.28	-6.012794	3.76e-02	
ILMN_1864001	3.87e-01	2.02e-01	1.28	-6.0129137	2.70e-02	
ILMN_1669557	3.87e-01	2.02e-01	1.28	-6.0130525	2.74e-02	AIM1L
ILMN_3296690	3.87e-01	2.02e-01	1.28	-6.0130743	3.09e-02	
ILMN_1872488	3.87e-01	2.02e-01	1.28	-6.013104	4.36e-02	FER1L4
ILMN_1866856	3.87e-01	2.02e-01	1.28	-6.0131449	3.06e-02	
ILMN_1763083	3.87e-01	2.02e-01	1.28	-6.0131625	3.28e-02	MYRIP
ILMN_1730710	3.87e-01	2.02e-01	-1.28	-6.0134241	-1.44e-01	ADORA3
ILMN_3238364	3.87e-01	2.02e-01	-1.28	-6.0135784	-2.77e-02	PLGLB2
ILMN_2332250	3.87e-01	2.02e-01	1.28	-6.0136243	1.21e-01	ACOT7
ILMN_1811363	3.87e-01	2.02e-01	1.28	-6.0136314	2.80e-02	NOVA1
ILMN_3244114	3.87e-01	2.02e-01	-1.28	-6.013687	-3.41e-02	DHRS11
ILMN_1663724	3.87e-01	2.02e-01	1.28	-6.0139089	5.80e-02	
ILMN_1758728	3.87e-01	2.02e-01	-1.28	-6.0140243	-8.45e-02	FANCG
ILMN_3187741	3.88e-01	2.02e-01	-1.28	-6.0144163	-2.48e-02	
ILMN_1717733	3.88e-01	2.02e-01	1.28	-6.0144897	5.39e-02	
ILMN_1782076	3.88e-01	2.02e-01	1.28	-6.0144952	3.20e-02	EPHA3
ILMN_1847027	3.88e-01	2.03e-01	1.28	-6.0145302	3.13e-02	
ILMN_2209993	3.88e-01	2.03e-01	1.28	-6.0145401	1.26e-01	PLIN5
ILMN_1840705	3.88e-01	2.03e-01	1.28	-6.0145429	3.57e-02	
ILMN_1778294	3.88e-01	2.03e-01	1.28	-6.0147156	9.55e-02	SENP7
ILMN_1793872	3.88e-01	2.03e-01	1.28	-6.0147791	3.42e-02	
ILMN_1681949	3.88e-01	2.03e-01	1.28	-6.014799	2.14e-02	PDGFRA
ILMN_1700037	3.88e-01	2.03e-01	1.27	-6.0149221	2.36e-02	GRB14
ILMN_1750678	3.88e-01	2.03e-01	1.27	-6.0150097	6.51e-02	TIMD4
ILMN_1674719	3.88e-01	2.03e-01	1.27	-6.0150313	5.00e-02	NID1
ILMN_1674763	3.88e-01	2.03e-01	1.27	-6.0153721	2.55e-02	
ILMN_1690131	3.88e-01	2.03e-01	1.27	-6.0154222	3.63e-02	
ILMN_1681898	3.88e-01	2.03e-01	1.27	-6.0154798	5.66e-02	
ILMN_1856274	3.88e-01	2.03e-01	1.27	-6.0155347	2.74e-02	
ILMN_1757351	3.88e-01	2.03e-01	1.27	-6.015536	4.27e-02	S100A7
ILMN_1688218	3.88e-01	2.03e-01	1.27	-6.0159145	3.93e-02	
ILMN_1681688	3.88e-01	2.03e-01	1.27	-6.0160459	2.63e-02	
ILMN_1780504	3.88e-01	2.03e-01	1.27	-6.0160508	5.50e-02	CBARP
ILMN_1714739	3.88e-01	2.03e-01	1.27	-6.01607	5.60e-02	SIAH3
ILMN_1723230	3.88e-01	2.03e-01	1.27	-6.016083	3.90e-02	PDE5A
ILMN_1679687	3.88e-01	2.03e-01	-1.27	-6.0162877	-2.32e-02	EXOC6
ILMN_3254992	3.88e-01	2.03e-01	-1.27	-6.0163124	-2.51e-02	
ILMN_1669133	3.88e-01	2.03e-01	1.27	-6.0163492	2.67e-02	
ILMN_1777318	3.88e-01	2.03e-01	-1.27	-6.0163618	-9.55e-02	C9orf64
ILMN_1701877	3.88e-01	2.03e-01	1.27	-6.0164166	5.83e-02	AXL
ILMN_1731568	3.88e-01	2.03e-01	1.27	-6.0164432	5.49e-02	RAB3D
ILMN_3248619	3.88e-01	2.03e-01	-1.27	-6.0164523	-7.81e-03	LOC100130238
ILMN_3191030	3.88e-01	2.03e-01	1.27	-6.0164989	1.76e-01	
ILMN_1881526	3.88e-01	2.03e-01	-1.27	-6.0166027	-1.80e-01	
ILMN_1785471	3.88e-01	2.03e-01	1.27	-6.0166401	1.86e-02	
ILMN_1721028	3.88e-01	2.03e-01	1.27	-6.0167064	3.98e-02	
ILMN_1660873	3.88e-01	2.03e-01	1.27	-6.0167088	3.00e-02	
