ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
ILMN_1808800	3.88e-01	2.03e-01	1.27	-6.0168084	2.90e-02	
ILMN_1672349	3.88e-01	2.03e-01	1.27	-6.0168237	2.78e-02	
ILMN_3240883	3.88e-01	2.03e-01	1.27	-6.0169654	4.88e-02	SNORA11C
ILMN_1653660	3.88e-01	2.03e-01	-1.27	-6.0170006	-1.17e-02	
ILMN_1793413	3.88e-01	2.03e-01	1.27	-6.0171006	3.85e-02	
ILMN_1836309	3.88e-01	2.03e-01	-1.27	-6.0171483	-1.07e-01	
ILMN_1776566	3.89e-01	2.03e-01	1.27	-6.0174365	3.98e-02	
ILMN_1676596	3.89e-01	2.03e-01	1.27	-6.0176283	2.69e-02	
ILMN_1692871	3.89e-01	2.03e-01	1.27	-6.0178831	3.32e-02	
ILMN_2242450	3.89e-01	2.03e-01	1.27	-6.0180428	2.43e-02	SGSM1
ILMN_1811264	3.89e-01	2.04e-01	-1.27	-6.0181503	-8.06e-02	C15orf57
ILMN_1793655	3.89e-01	2.04e-01	-1.27	-6.018321	-1.49e-02	RGPD5
ILMN_1913480	3.89e-01	2.04e-01	-1.27	-6.0183316	-6.14e-02	
ILMN_3310391	3.89e-01	2.04e-01	-1.27	-6.0183372	-1.58e-02	MIR1204
ILMN_1781614	3.89e-01	2.04e-01	-1.27	-6.018342	-1.71e-02	GAS6
ILMN_1703013	3.89e-01	2.04e-01	1.27	-6.0183549	9.68e-02	NOC4L
ILMN_1772482	3.89e-01	2.04e-01	1.27	-6.0185518	8.04e-02	SLC6A10P
ILMN_1767537	3.89e-01	2.04e-01	1.27	-6.0186171	2.86e-02	
ILMN_3237895	3.89e-01	2.04e-01	1.27	-6.0186381	2.53e-02	
ILMN_1874253	3.89e-01	2.04e-01	1.27	-6.0187975	2.12e-02	
ILMN_1779343	3.89e-01	2.04e-01	1.27	-6.0188003	2.12e-02	SNCB
ILMN_2289473	3.89e-01	2.04e-01	-1.27	-6.0188611	-5.82e-03	TEPP
ILMN_1668469	3.89e-01	2.04e-01	-1.27	-6.0189081	-6.73e-02	KIAA0922
ILMN_1689353	3.89e-01	2.04e-01	1.27	-6.0189395	1.94e-02	APLN
ILMN_1751500	3.89e-01	2.04e-01	-1.27	-6.0189644	-4.13e-02	ADAM15
ILMN_1679021	3.89e-01	2.04e-01	1.27	-6.0194336	2.02e-02	PCBP4
ILMN_1740676	3.89e-01	2.04e-01	1.27	-6.0194674	2.71e-02	SLC22A25
ILMN_1844882	3.89e-01	2.04e-01	1.27	-6.0194796	4.42e-02	
ILMN_1705662	3.89e-01	2.04e-01	1.27	-6.0194845	5.34e-02	
ILMN_1680339	3.89e-01	2.04e-01	1.27	-6.0197031	4.03e-02	PDGFRL
ILMN_2123559	3.89e-01	2.04e-01	1.27	-6.0197275	1.29e-01	MIGA1
ILMN_1777726	3.89e-01	2.04e-01	-1.27	-6.0197526	-8.33e-02	USP48
ILMN_1718501	3.89e-01	2.04e-01	1.27	-6.0198009	1.85e-02	
ILMN_2396996	3.89e-01	2.04e-01	-1.27	-6.0198878	-1.37e-01	PPCS
ILMN_1778132	3.89e-01	2.04e-01	-1.27	-6.0199136	-4.66e-02	C2CD2L
ILMN_1688029	3.89e-01	2.04e-01	1.27	-6.0199341	2.56e-02	
ILMN_3269655	3.89e-01	2.04e-01	1.27	-6.0199946	1.16e-01	
ILMN_2297555	3.89e-01	2.04e-01	1.27	-6.0201548	3.57e-02	MAGEB1
ILMN_1726417	3.90e-01	2.04e-01	-1.27	-6.0203038	-8.26e-02	MRPL33
ILMN_1778240	3.90e-01	2.04e-01	-1.27	-6.0204184	-1.22e-01	GFOD1
ILMN_3247101	3.90e-01	2.04e-01	-1.27	-6.0205988	-7.60e-03	
ILMN_1761882	3.90e-01	2.04e-01	1.27	-6.0206497	2.11e-02	C3orf14
ILMN_2320906	3.90e-01	2.04e-01	1.27	-6.0206814	1.82e-01	RTN3
ILMN_1782861	3.90e-01	2.04e-01	1.27	-6.0208503	2.61e-02	C10orf82
ILMN_1723734	3.90e-01	2.04e-01	1.27	-6.0209008	3.01e-02	
ILMN_1730652	3.90e-01	2.04e-01	1.27	-6.0209281	2.44e-02	SYNE2
ILMN_1658868	3.90e-01	2.04e-01	1.27	-6.0209657	3.09e-02	
ILMN_1779752	3.90e-01	2.04e-01	-1.27	-6.0210803	-4.34e-02	
ILMN_1891885	3.90e-01	2.04e-01	1.27	-6.0212751	1.96e-02	
ILMN_1707257	3.90e-01	2.04e-01	1.27	-6.021301	1.67e-02	HIST1H3J
ILMN_1708242	3.90e-01	2.04e-01	-1.27	-6.0213413	-2.91e-02	
ILMN_1784981	3.90e-01	2.05e-01	1.27	-6.0218029	3.56e-02	
ILMN_1662126	3.90e-01	2.05e-01	1.27	-6.0218863	2.08e-02	MATN4
ILMN_1714286	3.90e-01	2.05e-01	1.27	-6.0219218	2.67e-02	
ILMN_1717482	3.90e-01	2.05e-01	1.27	-6.021926	3.72e-02	
ILMN_1667416	3.90e-01	2.05e-01	1.27	-6.0220832	2.17e-02	TRIM73
ILMN_3242522	3.90e-01	2.05e-01	-1.27	-6.0220884	-7.38e-03	
ILMN_3273206	3.90e-01	2.05e-01	1.27	-6.0221337	4.19e-02	
ILMN_3294119	3.90e-01	2.05e-01	-1.27	-6.0222932	-2.42e-02	
ILMN_1704086	3.90e-01	2.05e-01	1.27	-6.0223523	3.64e-02	
ILMN_1701239	3.90e-01	2.05e-01	1.27	-6.0224055	2.08e-02	SPRR2E
ILMN_3241212	3.90e-01	2.05e-01	1.27	-6.0224129	2.29e-02	
ILMN_1859259	3.90e-01	2.05e-01	1.27	-6.0226589	3.50e-02	
ILMN_1664648	3.90e-01	2.05e-01	-1.27	-6.0227742	-2.55e-02	
ILMN_3237641	3.90e-01	2.05e-01	-1.27	-6.0228162	-9.34e-02	AP5M1
ILMN_3268993	3.90e-01	2.05e-01	1.27	-6.0228614	4.31e-02	
ILMN_1668736	3.90e-01	2.05e-01	1.27	-6.0228665	2.09e-02	
ILMN_1705743	3.90e-01	2.05e-01	1.27	-6.0228779	1.47e-01	ARHGEF40
ILMN_1682181	3.90e-01	2.05e-01	1.27	-6.0229215	3.24e-02	PHKG1
ILMN_3239841	3.90e-01	2.05e-01	-1.27	-6.0229856	-1.32e-02	
ILMN_2194619	3.90e-01	2.05e-01	1.27	-6.0230043	3.49e-02	SLC35G5
ILMN_1876371	3.91e-01	2.05e-01	1.27	-6.0231788	5.21e-02	
ILMN_1803248	3.91e-01	2.05e-01	1.27	-6.0232177	3.02e-02	
ILMN_1679470	3.91e-01	2.05e-01	1.27	-6.0232561	3.25e-02	
ILMN_3250491	3.91e-01	2.05e-01	1.27	-6.0232761	3.48e-02	
ILMN_1725297	3.91e-01	2.05e-01	1.27	-6.0232819	1.54e-02	AMPH
ILMN_1803483	3.91e-01	2.05e-01	1.27	-6.023413	7.37e-02	KIAA2013
ILMN_1732772	3.91e-01	2.05e-01	1.27	-6.0236246	1.03e-01	PPME1
ILMN_1767992	3.91e-01	2.05e-01	1.27	-6.023795	1.12e-01	SLC12A6
ILMN_1653463	3.91e-01	2.05e-01	1.27	-6.0238025	3.29e-02	SULT1C3
ILMN_2184612	3.91e-01	2.05e-01	1.27	-6.0238336	4.79e-02	C3orf52
ILMN_1800512	3.91e-01	2.05e-01	-1.27	-6.0239026	-1.24e-01	HMOX1
ILMN_3243664	3.91e-01	2.05e-01	-1.27	-6.0240255	-9.80e-02	
ILMN_1732696	3.91e-01	2.05e-01	1.27	-6.0241753	3.29e-02	
ILMN_1719851	3.91e-01	2.05e-01	1.27	-6.0242724	1.95e-02	
ILMN_1652461	3.91e-01	2.05e-01	1.27	-6.024357	2.23e-02	PARD3B
ILMN_3305871	3.91e-01	2.05e-01	-1.27	-6.0243814	-4.32e-02	
ILMN_1727017	3.91e-01	2.05e-01	1.27	-6.0244885	4.10e-02	SFTPB
ILMN_1716717	3.91e-01	2.05e-01	-1.27	-6.0246984	-8.47e-02	
ILMN_2181125	3.91e-01	2.05e-01	1.27	-6.0247517	1.12e-01	NAPB
ILMN_1816063	3.91e-01	2.05e-01	1.27	-6.0247687	4.53e-02	
ILMN_1697691	3.91e-01	2.05e-01	1.27	-6.0248348	3.24e-02	
ILMN_3287009	3.91e-01	2.05e-01	-1.27	-6.0250478	-2.79e-02	
ILMN_2195099	3.91e-01	2.05e-01	1.27	-6.0250576	3.09e-02	
ILMN_2156971	3.91e-01	2.06e-01	1.27	-6.0252941	3.82e-02	PRY
ILMN_1797307	3.91e-01	2.06e-01	-1.27	-6.0253155	-4.08e-02	BUB1B
ILMN_1657358	3.91e-01	2.06e-01	1.27	-6.0254954	3.64e-02	CD200R1L
ILMN_1783709	3.91e-01	2.06e-01	-1.27	-6.0255297	-5.53e-02	RRAGA
ILMN_1788192	3.91e-01	2.06e-01	1.27	-6.0257254	6.13e-02	ARMCX1
ILMN_1763309	3.91e-01	2.06e-01	1.27	-6.0258092	2.42e-02	GALR1
ILMN_1671800	3.91e-01	2.06e-01	1.27	-6.0258139	4.18e-02	
ILMN_2298888	3.91e-01	2.06e-01	1.27	-6.025818	3.21e-02	NRG1
ILMN_1653615	3.91e-01	2.06e-01	1.27	-6.0258983	5.27e-02	DENND6A
ILMN_1658768	3.92e-01	2.06e-01	1.27	-6.0259941	2.56e-02	
ILMN_1914645	3.92e-01	2.06e-01	1.27	-6.0261986	2.93e-02	
ILMN_3247033	3.92e-01	2.06e-01	-1.27	-6.0263628	-3.82e-03	
ILMN_1916702	3.92e-01	2.06e-01	1.27	-6.0263972	1.05e-01	LINC00672
ILMN_1704143	3.92e-01	2.06e-01	1.27	-6.0264782	2.35e-02	
ILMN_1903267	3.92e-01	2.06e-01	1.27	-6.0265838	4.60e-02	
ILMN_1676043	3.92e-01	2.06e-01	1.27	-6.0266105	2.72e-02	
ILMN_2291538	3.92e-01	2.06e-01	1.27	-6.0267462	3.88e-02	HSFY2
ILMN_1777905	3.92e-01	2.06e-01	1.27	-6.0268729	4.19e-02	TRABD2B
ILMN_3244188	3.92e-01	2.06e-01	1.27	-6.0269042	2.42e-02	
ILMN_1849618	3.92e-01	2.06e-01	-1.27	-6.0269399	-1.61e-02	
ILMN_3235790	3.92e-01	2.06e-01	-1.27	-6.0271341	-1.41e-02	
ILMN_1767344	3.92e-01	2.06e-01	1.27	-6.0271341	1.77e-02	
ILMN_1737430	3.92e-01	2.06e-01	1.27	-6.0271772	3.24e-02	
ILMN_1709175	3.92e-01	2.06e-01	1.27	-6.0273263	2.54e-02	
ILMN_1687707	3.92e-01	2.06e-01	1.26	-6.027513	5.46e-02	
ILMN_1716349	3.92e-01	2.06e-01	1.26	-6.0275215	3.07e-02	
ILMN_1716149	3.92e-01	2.06e-01	1.26	-6.0275382	2.46e-02	
ILMN_1787013	3.92e-01	2.06e-01	1.26	-6.0275854	2.36e-02	NHLH2
ILMN_1670485	3.92e-01	2.06e-01	1.26	-6.0276253	5.46e-02	
ILMN_2344650	3.92e-01	2.06e-01	-1.26	-6.027722	-9.85e-02	N4BP2L1
ILMN_1693043	3.92e-01	2.06e-01	1.26	-6.0278318	3.15e-02	
ILMN_2224300	3.92e-01	2.06e-01	1.26	-6.027871	2.70e-02	SNAPC3
ILMN_1800654	3.92e-01	2.06e-01	-1.26	-6.0279682	-4.63e-02	MCM7
ILMN_1651281	3.92e-01	2.06e-01	1.26	-6.0280104	3.69e-02	
ILMN_1794324	3.92e-01	2.06e-01	-1.26	-6.0281941	-7.30e-02	CNOT4
ILMN_1768430	3.92e-01	2.06e-01	1.26	-6.0281954	3.24e-02	
ILMN_1861059	3.92e-01	2.06e-01	1.26	-6.0282365	3.48e-02	
ILMN_1759880	3.92e-01	2.06e-01	1.26	-6.0282829	1.94e-02	
ILMN_1653934	3.92e-01	2.06e-01	1.26	-6.0284742	2.48e-02	
ILMN_1812503	3.92e-01	2.06e-01	1.26	-6.0284794	6.76e-02	PHKA1
ILMN_3275137	3.92e-01	2.06e-01	1.26	-6.0285117	2.12e-02	ADCY10P1
ILMN_2391900	3.92e-01	2.06e-01	1.26	-6.0285137	7.73e-02	SLC26A6
ILMN_1667580	3.92e-01	2.06e-01	1.26	-6.0285711	4.74e-02	
ILMN_1723407	3.92e-01	2.07e-01	-1.26	-6.0286096	-2.09e-02	
ILMN_1683046	3.92e-01	2.07e-01	1.26	-6.0286716	1.65e-02	OR6Y1
ILMN_1706590	3.92e-01	2.07e-01	-1.26	-6.028777	-4.83e-03	MLLT1
ILMN_2402798	3.92e-01	2.07e-01	1.26	-6.0288724	9.40e-02	AP2M1
ILMN_1734630	3.92e-01	2.07e-01	1.26	-6.0289153	4.45e-02	ALPK3
ILMN_2112673	3.93e-01	2.07e-01	1.26	-6.0291076	1.78e-02	
ILMN_2061116	3.93e-01	2.07e-01	1.26	-6.0291873	3.45e-02	MATN1
ILMN_1708534	3.93e-01	2.07e-01	1.26	-6.0292308	1.65e-02	PAX8
ILMN_3283180	3.93e-01	2.07e-01	1.26	-6.0294634	1.83e-02	
ILMN_1703894	3.93e-01	2.07e-01	-1.26	-6.0296771	-1.05e-01	BOLA2
ILMN_1693382	3.93e-01	2.07e-01	1.26	-6.029761	2.60e-02	
ILMN_1802627	3.93e-01	2.07e-01	-1.26	-6.0298018	-5.79e-02	PSMG3
ILMN_1724511	3.93e-01	2.07e-01	-1.26	-6.0299044	-2.39e-02	DBX2
ILMN_1773289	3.93e-01	2.07e-01	1.26	-6.0299633	2.78e-02	RFX4
ILMN_1699854	3.93e-01	2.07e-01	-1.26	-6.0299777	-2.01e-02	GRIN3B
ILMN_1659378	3.93e-01	2.07e-01	1.26	-6.0300589	3.04e-02	TFAP2D
ILMN_1907221	3.93e-01	2.07e-01	1.26	-6.0301277	3.89e-02	
ILMN_1904606	3.93e-01	2.07e-01	1.26	-6.0302005	2.24e-02	
ILMN_1888498	3.93e-01	2.07e-01	1.26	-6.0303411	3.19e-02	FAM83A-AS1
ILMN_2192620	3.93e-01	2.07e-01	-1.26	-6.0303647	-1.08e-01	DCAF15
ILMN_1712929	3.93e-01	2.07e-01	1.26	-6.0305684	1.16e-01	DNAJB12
ILMN_1800795	3.93e-01	2.07e-01	-1.26	-6.0306322	-3.77e-02	UNCX
ILMN_1698941	3.93e-01	2.07e-01	1.26	-6.0306941	2.28e-02	
ILMN_2224103	3.93e-01	2.07e-01	-1.26	-6.0307572	-1.07e-01	PAPSS1
ILMN_1708485	3.93e-01	2.07e-01	-1.26	-6.0307789	-1.22e-01	BIN3
ILMN_1775405	3.93e-01	2.07e-01	1.26	-6.0307886	1.65e-01	ARL4A
ILMN_1675427	3.93e-01	2.07e-01	1.26	-6.0308098	3.63e-02	NBPF15
ILMN_1848820	3.93e-01	2.07e-01	1.26	-6.0308461	4.27e-02	
ILMN_1675181	3.93e-01	2.07e-01	1.26	-6.0309754	2.54e-02	
ILMN_1678314	3.93e-01	2.07e-01	1.26	-6.0309813	2.60e-02	POLR2J4
ILMN_1659959	3.93e-01	2.07e-01	1.26	-6.0309831	2.28e-02	LOC283440
ILMN_1701497	3.93e-01	2.07e-01	1.26	-6.0313363	3.89e-02	CD5L
ILMN_3270804	3.93e-01	2.07e-01	1.26	-6.0314453	5.11e-02	
ILMN_1671272	3.93e-01	2.07e-01	1.26	-6.0315142	3.46e-02	PKD1L1
ILMN_1814333	3.93e-01	2.07e-01	-1.26	-6.03156	-9.59e-02	SERPINI1
ILMN_1910120	3.93e-01	2.07e-01	-1.26	-6.0316299	-1.19e-01	RRN3P1
ILMN_2156687	3.94e-01	2.07e-01	1.26	-6.0319499	3.60e-02	DFNB59
ILMN_1770303	3.94e-01	2.07e-01	1.26	-6.0319792	2.21e-02	
ILMN_1839229	3.94e-01	2.08e-01	1.26	-6.0320732	2.11e-02	
ILMN_1813423	3.94e-01	2.08e-01	-1.26	-6.0322153	-8.94e-02	NAA60
ILMN_1713218	3.94e-01	2.08e-01	1.26	-6.0322701	1.78e-02	
ILMN_3249105	3.94e-01	2.08e-01	1.26	-6.0323982	2.13e-02	SLC22A24
ILMN_2066088	3.94e-01	2.08e-01	-1.26	-6.0326272	-1.51e-02	C1orf64
ILMN_1703092	3.94e-01	2.08e-01	1.26	-6.0328355	3.06e-02	RECQL4
ILMN_3305563	3.94e-01	2.08e-01	-1.26	-6.0328669	-1.70e-02	ZNF205-AS1
ILMN_1895313	3.94e-01	2.08e-01	1.26	-6.032996	3.77e-02	
ILMN_1716579	3.94e-01	2.08e-01	1.26	-6.0330596	2.16e-02	
ILMN_3238462	3.94e-01	2.08e-01	-1.26	-6.0331797	-1.01e-02	
ILMN_1715650	3.94e-01	2.08e-01	1.26	-6.0332587	2.96e-02	
ILMN_1779163	3.94e-01	2.08e-01	-1.26	-6.0334159	-1.14e-01	AAMDC
ILMN_2297196	3.94e-01	2.08e-01	1.26	-6.0335037	3.65e-02	LRRC4B
ILMN_1714219	3.94e-01	2.08e-01	1.26	-6.033584	1.79e-02	VAT1
ILMN_1771544	3.94e-01	2.08e-01	1.26	-6.0335869	5.48e-02	FMO9P
ILMN_1655758	3.94e-01	2.08e-01	1.26	-6.033602	2.08e-02	
ILMN_3237329	3.94e-01	2.08e-01	1.26	-6.0336256	7.63e-02	FNIP2
ILMN_1802152	3.94e-01	2.08e-01	1.26	-6.0338169	2.70e-02	
ILMN_1807798	3.94e-01	2.08e-01	1.26	-6.0340231	4.09e-02	ATP5G2
ILMN_1897251	3.94e-01	2.08e-01	1.26	-6.0341711	3.66e-02	
ILMN_3244281	3.95e-01	2.08e-01	1.26	-6.0343502	1.64e-02	SNORD1A
ILMN_1832209	3.95e-01	2.08e-01	1.26	-6.0343726	4.35e-02	
ILMN_3242837	3.95e-01	2.08e-01	1.26	-6.0345233	2.48e-02	
ILMN_1682761	3.95e-01	2.08e-01	-1.26	-6.0345942	-1.28e-01	SCIMP
ILMN_1698726	3.95e-01	2.08e-01	-1.26	-6.0346087	-4.36e-03	SLC25A27
ILMN_1673273	3.95e-01	2.08e-01	1.26	-6.0346119	2.74e-02	
ILMN_1710325	3.95e-01	2.08e-01	1.26	-6.0346284	3.22e-02	SCEL
ILMN_1847771	3.95e-01	2.08e-01	1.26	-6.0350822	3.02e-02	
ILMN_1651466	3.95e-01	2.08e-01	1.26	-6.035117	3.37e-02	ALOX5
ILMN_1908679	3.95e-01	2.08e-01	1.26	-6.0352034	2.00e-02	
ILMN_2130218	3.95e-01	2.08e-01	1.26	-6.0352245	2.99e-02	PAK3
ILMN_1680952	3.95e-01	2.08e-01	1.26	-6.0352938	2.33e-02	
ILMN_3310499	3.95e-01	2.09e-01	1.26	-6.0356945	2.47e-02	MIR2115
ILMN_3309819	3.95e-01	2.09e-01	1.26	-6.0357249	2.42e-02	MIR1912
ILMN_1660208	3.95e-01	2.09e-01	1.26	-6.0357901	2.86e-02	
ILMN_1712943	3.95e-01	2.09e-01	1.26	-6.0358076	4.03e-02	CCK
ILMN_1698952	3.95e-01	2.09e-01	1.26	-6.0359832	2.08e-02	TNFRSF11A
ILMN_2095506	3.95e-01	2.09e-01	-1.26	-6.036128	-1.06e-01	SPOPL
ILMN_2093072	3.95e-01	2.09e-01	1.26	-6.036191	3.92e-02	FAM163B
ILMN_1743046	3.95e-01	2.09e-01	-1.26	-6.0362242	-1.22e-01	SERPINA13P
ILMN_1729248	3.95e-01	2.09e-01	1.26	-6.0362789	2.15e-02	
ILMN_1905751	3.95e-01	2.09e-01	1.26	-6.0363591	3.70e-02	
ILMN_1735176	3.95e-01	2.09e-01	1.26	-6.0363909	1.95e-02	
ILMN_1875967	3.95e-01	2.09e-01	1.26	-6.036485	6.09e-02	
ILMN_2050959	3.95e-01	2.09e-01	1.26	-6.0365913	2.51e-02	SLCO1B7
ILMN_2193864	3.95e-01	2.09e-01	-1.26	-6.0367387	-2.89e-02	PHOX2B
ILMN_2177823	3.95e-01	2.09e-01	1.26	-6.0368664	3.76e-02	KAZN
ILMN_1742607	3.95e-01	2.09e-01	1.26	-6.0368751	6.33e-02	
ILMN_1655100	3.95e-01	2.09e-01	1.26	-6.0369234	1.97e-02	
ILMN_1812859	3.95e-01	2.09e-01	1.26	-6.0370066	5.73e-02	GAD1
ILMN_2260725	3.96e-01	2.09e-01	-1.26	-6.0373909	-5.19e-02	WTAP
ILMN_1665449	3.96e-01	2.09e-01	1.26	-6.0375097	3.08e-02	ROBO4
ILMN_1743950	3.96e-01	2.09e-01	1.26	-6.0375555	2.28e-02	IGFL1
ILMN_1906721	3.96e-01	2.09e-01	1.26	-6.0376032	4.31e-02	OFCC1
ILMN_1660795	3.96e-01	2.09e-01	1.26	-6.0377952	3.28e-02	
ILMN_1909473	3.96e-01	2.09e-01	1.26	-6.0378553	3.55e-02	
ILMN_1672302	3.96e-01	2.09e-01	-1.26	-6.0379052	-5.11e-02	STK32C
ILMN_1664316	3.96e-01	2.09e-01	-1.26	-6.0379739	-8.86e-02	CCR9
ILMN_1917174	3.96e-01	2.09e-01	1.26	-6.0379754	6.15e-02	
ILMN_1770203	3.96e-01	2.09e-01	1.26	-6.0382263	6.56e-02	
ILMN_1665743	3.96e-01	2.09e-01	-1.26	-6.0382393	-3.09e-02	
ILMN_1782651	3.96e-01	2.09e-01	1.26	-6.0382855	2.01e-02	NLRP14
ILMN_1657285	3.96e-01	2.09e-01	-1.26	-6.0383147	-1.35e-02	
ILMN_3200362	3.96e-01	2.09e-01	1.26	-6.0386584	2.12e-01	
ILMN_1658883	3.96e-01	2.09e-01	1.26	-6.0386664	8.26e-02	ARAF
ILMN_1719985	3.96e-01	2.09e-01	-1.26	-6.0389059	-8.32e-02	FEM1A
ILMN_1724799	3.96e-01	2.09e-01	1.26	-6.0389445	2.42e-02	PLA2G2F
ILMN_1832712	3.96e-01	2.10e-01	1.26	-6.0389696	2.90e-02	
ILMN_3199780	3.96e-01	2.10e-01	1.26	-6.0389789	9.74e-02	
ILMN_3181284	3.96e-01	2.10e-01	1.26	-6.0392021	2.13e-02	
ILMN_2148360	3.96e-01	2.10e-01	1.26	-6.0392403	8.20e-02	ADAM10
ILMN_1661200	3.96e-01	2.10e-01	1.26	-6.0393396	3.64e-02	SLCO3A1
ILMN_1655755	3.97e-01	2.10e-01	1.26	-6.0396542	8.07e-02	
ILMN_1678208	3.97e-01	2.10e-01	1.26	-6.0396687	5.68e-02	
ILMN_1693702	3.97e-01	2.10e-01	-1.26	-6.039756	-6.90e-02	MRFAP1L1
ILMN_2383489	3.97e-01	2.10e-01	1.25	-6.0399348	8.90e-02	
ILMN_1773193	3.97e-01	2.10e-01	1.25	-6.040001	3.19e-02	
ILMN_1776995	3.97e-01	2.10e-01	1.25	-6.0400473	2.78e-02	
ILMN_2290089	3.97e-01	2.10e-01	1.25	-6.0401352	7.12e-02	UBN1
ILMN_1766316	3.97e-01	2.10e-01	1.25	-6.0402171	2.14e-02	
ILMN_1681490	3.97e-01	2.10e-01	1.25	-6.0404357	4.05e-02	ZNF568
ILMN_1694371	3.97e-01	2.10e-01	-1.25	-6.0405081	-1.32e-02	
ILMN_1692623	3.97e-01	2.10e-01	1.25	-6.0406721	1.94e-02	ADGRL3
ILMN_1830728	3.97e-01	2.10e-01	1.25	-6.0407198	4.64e-02	
ILMN_1696497	3.97e-01	2.10e-01	1.25	-6.0407291	3.48e-02	
ILMN_3217262	3.97e-01	2.10e-01	-1.25	-6.0407418	-2.56e-02	
ILMN_1690547	3.97e-01	2.10e-01	1.25	-6.0408275	2.25e-02	
ILMN_1813799	3.97e-01	2.10e-01	1.25	-6.0408872	3.69e-02	DNAH9
ILMN_1828064	3.97e-01	2.10e-01	1.25	-6.0409003	4.06e-02	
ILMN_1793461	3.97e-01	2.10e-01	1.25	-6.0409147	9.05e-02	HIST2H3D
ILMN_1719232	3.97e-01	2.10e-01	1.25	-6.0413282	1.08e-01	DGCR14
ILMN_2059464	3.97e-01	2.10e-01	1.25	-6.0415098	2.43e-02	OR5P2
ILMN_1795289	3.97e-01	2.10e-01	1.25	-6.0417187	3.39e-02	
ILMN_3180831	3.97e-01	2.10e-01	1.25	-6.0417653	3.47e-02	
ILMN_1667578	3.97e-01	2.10e-01	1.25	-6.0418065	2.53e-02	DUSP26
ILMN_1806310	3.97e-01	2.10e-01	1.25	-6.0419045	3.18e-02	A1CF
ILMN_1665994	3.97e-01	2.10e-01	1.25	-6.0419704	3.66e-02	PMEL
ILMN_1890985	3.97e-01	2.10e-01	-1.25	-6.0420593	-6.69e-02	
ILMN_1686846	3.98e-01	2.10e-01	1.25	-6.0421856	5.00e-02	AKAP12
ILMN_1712360	3.98e-01	2.11e-01	1.25	-6.0425156	2.01e-02	WISP3
ILMN_1706419	3.98e-01	2.11e-01	1.25	-6.0425408	4.38e-02	TM6SF2
ILMN_1741244	3.98e-01	2.11e-01	-1.25	-6.042551	-2.05e-02	RBM33
ILMN_2269136	3.98e-01	2.11e-01	-1.25	-6.0425906	-4.92e-02	AGAP3
ILMN_2401436	3.98e-01	2.11e-01	1.25	-6.042707	1.96e-02	PKMYT1
ILMN_2184966	3.98e-01	2.11e-01	-1.25	-6.0427263	-1.77e-01	ZHX2
ILMN_1712766	3.98e-01	2.11e-01	1.25	-6.0427462	1.73e-01	ERGIC2
ILMN_2132898	3.98e-01	2.11e-01	1.25	-6.0429349	9.28e-02	SPRN
ILMN_1762303	3.98e-01	2.11e-01	1.25	-6.0429878	3.71e-02	SYNJ1
ILMN_1708647	3.98e-01	2.11e-01	1.25	-6.0430566	2.62e-02	
ILMN_1700521	3.98e-01	2.11e-01	1.25	-6.0431375	2.46e-02	
ILMN_2194158	3.98e-01	2.11e-01	1.25	-6.0431634	3.40e-02	ADAM29
ILMN_1750234	3.98e-01	2.11e-01	1.25	-6.0432013	2.57e-02	PRSS2
ILMN_3242144	3.98e-01	2.11e-01	1.25	-6.0432253	2.42e-02	SNORD97
ILMN_1664453	3.98e-01	2.11e-01	1.25	-6.0433332	8.61e-02	
ILMN_1745994	3.98e-01	2.11e-01	-1.25	-6.0435668	-1.26e-01	GAS7
ILMN_1726602	3.98e-01	2.11e-01	1.25	-6.0436692	1.80e-02	PPEF2
ILMN_1713401	3.98e-01	2.11e-01	1.25	-6.0436965	1.92e-02	
ILMN_1841564	3.98e-01	2.11e-01	1.25	-6.0437627	4.21e-02	
ILMN_2165604	3.98e-01	2.11e-01	1.25	-6.0438263	4.29e-02	
ILMN_2203544	3.98e-01	2.11e-01	-1.25	-6.0438617	-9.06e-02	OR2A9P
ILMN_1743663	3.98e-01	2.11e-01	-1.25	-6.0439025	-1.12e-01	POMT1
ILMN_3242582	3.98e-01	2.11e-01	1.25	-6.0441016	5.69e-02	
ILMN_1803351	3.98e-01	2.11e-01	1.25	-6.0441468	3.68e-02	CPNE7
ILMN_1872967	3.98e-01	2.11e-01	1.25	-6.044264	3.73e-02	
ILMN_1672906	3.98e-01	2.11e-01	1.25	-6.0443417	2.42e-02	GAK
ILMN_1764165	3.98e-01	2.11e-01	-1.25	-6.0446906	-6.83e-02	TRIM65
ILMN_1701466	3.98e-01	2.11e-01	-1.25	-6.0447657	-8.01e-02	PEX16
ILMN_1691592	3.98e-01	2.11e-01	1.25	-6.0447661	3.51e-02	
ILMN_1870303	3.99e-01	2.11e-01	1.25	-6.0450277	7.84e-02	LOC105377348
ILMN_2355004	3.99e-01	2.11e-01	1.25	-6.0450291	4.85e-02	HMGN3
ILMN_1802699	3.99e-01	2.11e-01	1.25	-6.045088	3.26e-02	PCK2
ILMN_3305727	3.99e-01	2.11e-01	1.25	-6.045132	2.32e-02	
ILMN_1808299	3.99e-01	2.11e-01	1.25	-6.0452848	7.83e-02	IQSEC1
ILMN_1666969	3.99e-01	2.11e-01	1.25	-6.0453065	3.76e-02	TEC
